ID,Year_Birth,Age,Age_Range,Education,Marital_Status,Income,Kidhome,Teenhome,FamilyMember,Dt_Customer,Recency_x,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,WinesExpense,FruitsExpense,MeatExpense,FishExpense,SweetExpense,GoldExpense,TotalSpent,PurchasedItemTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,FreqPurchased,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,PromoReceived,Response,PromoAcceptedCat,IncomeCategory,Recency_y,Frequency,Monetary,RFM Segment,RFM Score,RFM Level
837,1977,37,Millennials,Bachelor,Married,54809.0,1,1,4,2013-09-11,0,63,6,57,13,13,22,2016,24,285,110.5,29.51,220,2685.01,174,4,2,1,5,4,12,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,0,12,2685.01,432,9,Loyal Customer
9500,1959,55,Gen X,Bachelor,Married,58113.0,0,1,3,2013-01-25,66,221,104,169,102,78,84,7072,416,845,867.0,177.06,840,10217.06,758,3,9,2,8,7,22,0,0,0,0,0,1,0,0,Never accepted promos,Upper-Middle,66,22,10217.06,203,5,Need Attention
3602,1958,56,Gen X,Master,Married,51412.0,0,1,3,2013-12-31,42,140,3,29,4,5,14,4480,12,145,34.0,11.35,140,4822.35,195,2,3,2,4,4,11,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,42,11,4822.35,332,8,Promising Customer
234,1979,35,Millennials,Bachelor,Divorced,15287.0,1,0,2,2012-10-10,60,1,2,8,4,3,13,32,8,40,34.0,6.8100000000000005,130,250.81,31,2,1,1,2,7,6,1,0,0,0,0,0,2,1,Accepted promos,Lower,60,6,250.81,221,5,Need Attention
2995,1957,57,Gen X,Master,Cohabitation,66636.0,0,0,2,2013-08-17,64,291,10,689,84,10,0,9312,40,3445,714.0,22.7,0,13533.7,1084,1,3,4,9,1,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,64,17,13533.7,233,8,Promising Customer
1118,1956,58,Gen X,Master,Married,50965.0,0,1,3,2013-02-20,87,544,13,85,8,6,29,17408,52,425,68.0,13.620000000000001,290,18256.62,685,3,10,4,5,8,22,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,87,22,18256.62,103,4,Need Attention
7789,1965,49,Gen X,Doctoral,Married,84618.0,0,0,2,2013-11-22,96,684,100,801,21,66,0,21888,400,4005,178.5,149.82,0,26621.32,1672,1,6,9,10,2,26,0,0,1,0,0,0,1,0,Accepted promos,Upper,96,26,26621.32,104,5,Need Attention
3068,1990,24,Gen Z,Bachelor,Married,18351.0,0,0,2,2013-10-29,1,1,12,9,0,14,7,32,48,45,0.0,31.78,70,226.78,43,1,2,0,3,7,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower,1,6,226.78,421,7,Promising Customer
8955,1957,57,Gen X,Doctoral,Cohabitation,40451.0,0,2,4,2014-02-16,54,35,0,4,0,0,10,1120,0,20,0.0,0.0,100,1240.0,49,1,1,1,2,5,5,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,54,5,1240.0,212,5,Need Attention
945,1965,49,Gen X,Bachelor,Cohabitation,36317.0,0,1,3,2013-05-22,53,87,3,25,3,2,13,2784,12,125,25.5,4.54,130,3081.04,133,2,3,0,4,7,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,53,9,3081.04,222,6,Need Attention
5644,1957,57,Gen X,Bachelor,Cohabitation,42213.0,0,1,3,2013-10-12,96,309,3,24,4,3,20,9888,12,120,34.0,6.8100000000000005,200,10260.81,363,2,5,1,7,7,15,0,1,0,0,0,0,1,0,Accepted promos,Lower-Middle,96,15,10260.81,133,7,Promising Customer
7192,1955,59,Gen X,Bachelor,Cohabitation,65748.0,0,1,3,2013-04-15,58,172,73,93,95,78,34,5504,292,465,807.5,177.06,340,7585.56,545,2,2,4,10,1,18,0,0,0,0,0,1,0,0,Never accepted promos,Upper-Middle,58,18,7585.56,233,8,Promising Customer
2324,1972,42,Millennials,Bachelor,Cohabitation,77044.0,0,1,3,2013-10-27,12,625,38,242,50,34,76,20000,152,1210,425.0,77.18,760,22624.18,1065,2,7,11,11,4,31,1,0,0,0,0,0,1,0,Accepted promos,Upper,12,31,22624.18,404,8,Promising Customer
697,1969,45,Gen X,Bachelor,Cohabitation,74918.0,0,0,2,2013-03-12,78,972,59,913,25,19,59,31104,236,4565,212.5,43.13,590,36750.63,2047,1,5,9,6,3,21,0,0,1,0,0,0,1,0,Accepted promos,Upper,78,21,36750.63,104,5,Need Attention
3439,1972,42,Millennials,Bachelor,Married,56721.0,1,1,4,2012-10-31,64,157,6,39,6,13,75,5024,24,195,51.0,29.51,750,6073.51,296,5,4,1,5,6,15,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,64,15,6073.51,232,7,Promising Customer
1506,1975,39,Millennials,Bachelor,Single,42160.0,1,1,3,2013-06-28,26,48,9,45,3,15,20,1536,36,225,25.5,34.05,200,2056.55,140,4,2,1,4,6,11,0,0,0,0,0,0,1,1,Accepted promos,Lower-Middle,26,11,2056.55,332,8,Promising Customer
232,1965,49,Gen X,Bachelor,Single,61559.0,0,1,2,2013-07-17,8,279,83,88,32,14,34,8928,332,440,272.0,31.78,340,10343.78,530,1,4,2,10,3,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,8,17,10343.78,433,10,Loyal Customer
8876,1963,51,Gen X,Doctoral,Cohabitation,33629.0,1,1,4,2012-08-08,49,132,0,16,0,0,4,4224,0,80,0.0,0.0,40,4344.0,152,5,3,1,4,9,13,0,0,0,0,0,0,0,0,Never accepted promos,Lower,49,13,4344.0,332,8,Promising Customer
4500,1991,23,Gen Z,Doctoral,Cohabitation,68682.0,0,0,2,2013-10-06,56,919,0,505,99,30,45,29408,0,2525,841.5,68.1,450,33292.6,1598,1,4,9,10,2,24,0,0,0,0,0,0,0,0,Never accepted promos,Upper,56,24,33292.6,204,6,Need Attention
9739,1963,51,Gen X,Bachelor,Single,34377.0,0,1,2,2013-01-19,55,62,0,22,3,1,26,1984,0,110,25.5,2.27,260,2381.77,114,2,2,2,2,7,8,0,0,0,0,0,0,0,0,Never accepted promos,Lower,55,8,2381.77,222,6,Need Attention
10395,1986,28,Millennials,Non-degree,Single,8940.0,1,0,2,2012-08-22,25,1,45,3,4,6,42,32,180,15,34.0,13.620000000000001,420,694.62,101,3,3,1,3,8,10,0,0,0,0,0,0,0,0,Never accepted promos,Lower,25,10,694.62,321,6,Need Attention
1176,1973,41,Millennials,Bachelor,Married,26228.0,1,0,3,2013-09-22,50,2,6,4,3,1,9,64,24,20,25.5,2.27,90,225.77,25,1,1,0,2,8,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower,50,4,225.77,211,4,Need Attention
1627,1957,57,Gen X,Master,Divorced,77297.0,0,0,1,2013-01-26,84,408,61,109,48,122,41,13056,244,545,408.0,276.94,410,14939.94,789,1,5,7,9,4,22,0,0,0,1,0,0,1,0,Accepted promos,Upper,84,22,14939.94,103,4,Need Attention
938,1981,33,Millennials,Bachelor,Married,40211.0,1,1,4,2013-07-30,30,51,1,7,2,1,25,1632,4,35,17.0,2.27,250,1940.27,87,2,2,1,2,8,7,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,30,7,1940.27,322,7,Promising Customer
2740,1958,56,Gen X,Doctoral,Divorced,33438.0,1,1,3,2013-09-22,81,62,1,16,3,2,6,1984,4,80,25.5,4.54,60,2158.04,90,4,2,1,4,5,11,0,0,0,0,0,0,0,0,Never accepted promos,Lower,81,11,2158.04,132,6,Need Attention
257,1959,55,Gen X,Doctoral,Married,75032.0,0,1,3,2013-04-28,74,952,12,180,47,12,12,30464,48,900,399.5,27.240000000000002,120,31958.74,1215,2,5,4,9,3,20,0,0,0,0,0,0,0,0,Never accepted promos,Upper,74,20,31958.74,234,9,Loyal Customer
4058,1955,59,Gen X,Doctoral,Single,61284.0,0,0,1,2013-10-12,76,618,15,106,20,7,45,19776,60,530,170.0,15.89,450,21001.89,811,1,11,2,8,6,22,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,76,22,21001.89,104,5,Need Attention
7736,1986,28,Millennials,Bachelor,Married,22518.0,1,0,3,2012-10-22,36,11,7,12,2,2,27,352,28,60,17.0,4.54,270,731.54,61,2,2,1,2,5,7,1,0,0,0,0,0,2,1,Accepted promos,Lower,36,7,731.54,321,6,Need Attention
8210,1975,39,Millennials,Master,Married,54730.0,0,1,3,2013-08-15,64,318,3,17,4,7,56,10176,12,85,34.0,15.89,560,10882.89,405,5,4,1,8,4,18,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,64,18,10882.89,233,8,Promising Customer
833,1955,59,Gen X,Master,Married,38452.0,1,1,4,2014-03-30,62,56,0,14,0,0,2,1792,0,70,0.0,0.0,20,1882.0,72,3,3,0,3,7,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,62,9,1882.0,222,6,Need Attention
6230,1971,43,Millennials,Bachelor,Divorced,44421.0,1,1,3,2013-02-15,53,110,5,59,7,1,7,3520,20,295,59.5,2.27,70,3966.77,189,5,5,0,4,8,14,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,53,14,3966.77,232,7,Promising Customer
7325,1986,28,Millennials,Doctoral,Cohabitation,38197.0,1,0,3,2013-06-29,86,23,0,11,2,1,3,736,0,55,17.0,2.27,30,840.27,40,1,1,0,3,5,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,86,5,840.27,111,3,Almost Lost Customer
1307,1978,36,Millennials,Bachelor,Divorced,41986.0,0,1,2,2014-02-09,15,27,5,8,8,3,12,864,20,40,68.0,6.8100000000000005,120,1118.81,63,3,3,0,4,4,10,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,15,10,1118.81,422,8,Promising Customer
1502,1983,31,Millennials,Bachelor,Cohabitation,28427.0,1,0,3,2013-03-21,67,18,3,19,3,3,6,576,12,95,25.5,6.8100000000000005,60,775.31,52,2,2,0,3,8,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower,67,7,775.31,221,5,Need Attention
6211,1976,38,Millennials,Doctoral,Cohabitation,37395.0,1,0,3,2014-05-02,47,18,0,9,0,1,11,576,0,45,0.0,2.27,110,733.27,39,1,1,0,3,6,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,47,5,733.27,311,5,Need Attention
843,1971,43,Millennials,Bachelor,Married,64722.0,1,0,3,2014-05-26,47,303,0,280,60,147,15,9696,0,1400,510.0,333.69,150,12089.69,805,4,8,2,11,6,25,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,47,25,12089.69,303,6,Need Attention
4174,1956,58,Gen X,Master,Cohabitation,55249.0,0,1,3,2014-04-17,81,97,1,19,2,0,11,3104,4,95,17.0,0.0,110,3330.0,130,1,2,1,4,3,8,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,81,8,3330.0,122,5,Need Attention
9757,1972,42,Millennials,Bachelor,Cohabitation,84906.0,0,0,2,2013-10-04,98,997,15,414,99,30,76,31904,60,2070,841.5,68.1,760,35703.6,1631,1,5,6,12,2,24,0,1,1,0,1,0,3,0,Accepted promos,Upper,98,24,35703.6,104,5,Need Attention
6918,1989,25,Gen Z,Bachelor,Married,28691.0,1,0,3,2013-07-04,56,5,4,13,8,0,4,160,16,65,68.0,0.0,40,349.0,34,1,1,0,3,8,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,56,5,349.0,211,4,Need Attention
286,1952,62,Baby Boomers,Bachelor,Single,44213.0,1,1,3,2013-11-29,48,95,11,35,0,4,7,3040,44,175,0.0,9.08,70,3338.08,152,4,2,1,5,6,12,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,48,12,3338.08,332,8,Promising Customer
11086,1984,30,Millennials,Non-degree,Single,25707.0,1,0,2,2014-01-18,18,1,6,2,3,6,3,32,24,10,25.5,13.620000000000001,30,135.12,21,1,1,0,3,7,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,18,5,135.12,411,6,Need Attention
1921,1967,47,Gen X,Doctoral,Married,59062.0,2,1,5,2013-10-03,74,46,1,12,3,0,9,1472,4,60,25.5,0.0,90,1651.5,71,2,2,0,3,4,7,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,74,7,1651.5,222,6,Need Attention
4138,1962,52,Gen X,Bachelor,Single,76624.0,0,1,2,2014-05-24,68,411,106,147,54,115,66,13152,424,735,459.0,261.05,660,15691.05,899,1,5,10,7,1,23,1,0,0,0,0,0,1,0,Accepted promos,Upper,68,23,15691.05,203,5,Need Attention
7718,1947,67,Baby Boomers,Master,Cohabitation,66000.0,0,0,2,2014-04-20,36,244,51,270,101,0,45,7808,204,1350,858.5,0.0,450,10670.5,711,1,1,3,5,1,10,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,36,10,10670.5,323,8,Promising Customer
1291,1978,36,Millennials,Doctoral,Cohabitation,27683.0,1,0,3,2012-08-04,90,152,9,121,12,12,45,4864,36,605,102.0,27.240000000000002,450,6084.24,351,4,6,2,4,8,16,0,0,0,0,0,0,0,0,Never accepted promos,Lower,90,16,6084.24,132,6,Need Attention
6862,1971,43,Millennials,Bachelor,Divorced,1730.0,0,0,1,2014-05-18,65,1,1,3,1,1,1,32,4,15,8.5,2.27,10,71.77000000000001,8,15,0,0,0,20,15,0,0,0,0,0,0,0,0,Never accepted promos,Lower,65,15,71.77000000000001,231,6,Need Attention
4136,1992,22,Gen Z,Non-degree,Single,7500.0,1,0,2,2012-12-03,63,10,17,18,8,26,40,320,68,90,68.0,59.02,400,1005.02,119,4,3,2,2,9,11,0,0,0,0,0,0,0,0,Never accepted promos,Lower,63,11,1005.02,231,6,Need Attention
803,1968,46,Gen X,Bachelor,Cohabitation,40521.0,1,1,4,2013-04-05,82,12,0,5,0,0,4,384,0,25,0.0,0.0,40,449.0,21,1,0,1,2,5,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,82,4,449.0,111,3,Almost Lost Customer
4298,1973,41,Millennials,Doctoral,Cohabitation,20427.0,1,0,3,2014-03-24,63,5,0,4,0,0,1,160,0,20,0.0,0.0,10,190.0,10,1,1,0,2,8,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower,63,4,190.0,211,4,Need Attention
10833,1975,39,Millennials,Bachelor,Married,65106.0,0,1,3,2014-05-24,55,790,19,133,12,0,19,25280,76,665,102.0,0.0,190,26313.0,973,3,8,3,13,6,27,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,55,27,26313.0,204,6,Need Attention
9606,1965,49,Gen X,Doctoral,Married,69969.0,0,0,2,2013-08-27,64,882,29,514,38,29,44,28224,116,2570,323.0,65.83,440,31738.83,1536,1,4,2,6,3,13,0,0,1,1,0,0,3,1,Accepted promos,Upper,64,13,31738.83,234,9,Loyal Customer
8534,1952,62,Baby Boomers,Bachelor,Married,67433.0,0,2,4,2013-07-16,51,615,28,259,12,48,30,19680,112,1295,102.0,108.96000000000001,300,21597.96,992,4,6,5,13,4,28,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,51,28,21597.96,204,6,Need Attention
5153,1967,47,Gen X,Doctoral,Married,77766.0,0,1,3,2013-02-22,97,1004,59,265,115,59,27,32128,236,1325,977.5,133.93,270,35070.43,1529,2,11,10,11,6,34,1,0,0,0,0,0,2,1,Accepted promos,Upper,97,34,35070.43,104,5,Need Attention
961,1972,42,Millennials,Bachelor,Married,74716.0,0,1,3,2013-09-12,92,133,27,421,13,195,71,4256,108,2105,110.5,442.65,710,7732.15,860,2,7,3,5,4,17,0,0,0,0,0,0,0,0,Never accepted promos,Upper,92,17,7732.15,133,7,Promising Customer
5011,1963,51,Gen X,Bachelor,Divorced,68118.0,0,1,2,2013-10-18,51,595,23,123,10,23,154,19040,92,615,85.0,52.21,1540,21424.21,928,2,8,9,4,6,23,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,51,23,21424.21,204,6,Need Attention
6653,1970,44,Gen X,Doctoral,Married,55158.0,1,1,4,2012-07-30,72,293,0,87,4,11,23,9376,0,435,34.0,24.97,230,10099.97,418,4,7,2,5,7,18,0,0,0,0,0,0,1,1,Accepted promos,Upper-Middle,72,18,10099.97,233,8,Promising Customer
9094,1955,59,Gen X,Master,Married,62972.0,0,1,3,2012-08-03,39,313,15,47,20,0,192,10016,60,235,170.0,0.0,1920,12401.0,587,2,7,4,3,6,16,0,0,0,0,0,0,1,1,Accepted promos,Upper-Middle,39,16,12401.0,333,9,Loyal Customer
810,1975,39,Millennials,Bachelor,Married,74190.0,0,1,3,2014-05-12,49,151,81,86,168,91,64,4832,324,430,1428.0,206.57,640,7860.57,641,2,4,2,11,2,19,0,0,0,0,0,0,0,0,Never accepted promos,Upper,49,19,7860.57,333,9,Loyal Customer
5493,1976,38,Millennials,Bachelor,Married,39356.0,1,1,4,2014-03-19,21,15,0,2,0,0,6,480,0,10,0.0,0.0,60,550.0,23,1,1,0,2,6,4,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,21,4,550.0,411,6,Need Attention
2147,1969,45,Gen X,Bachelor,Cohabitation,76653.0,0,0,2,2013-08-16,91,736,63,946,219,189,126,23552,252,4730,1861.5,429.03000000000003,1260,32084.53,2279,1,4,7,11,2,23,0,0,1,1,0,0,2,0,Accepted promos,Upper,91,23,32084.53,104,5,Need Attention
5107,1973,41,Millennials,Doctoral,Divorced,35860.0,1,1,3,2014-05-19,37,15,0,8,4,2,20,480,0,40,34.0,4.54,200,758.54,49,2,1,1,2,5,6,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,37,6,758.54,321,6,Need Attention
3979,1983,31,Millennials,Doctoral,Divorced,90687.0,0,0,1,2013-05-22,98,982,17,672,23,34,51,31424,68,3360,195.5,77.18,510,35634.68,1779,1,6,2,8,2,17,0,0,1,0,0,0,2,1,Accepted promos,Upper,98,17,35634.68,134,8,Promising Customer
6049,1982,32,Millennials,Master,Cohabitation,73450.0,0,0,2,2013-12-05,85,1142,51,415,90,69,37,36544,204,2075,765.0,156.63,370,40114.63,1804,1,7,8,11,3,27,1,0,0,1,0,0,2,0,Accepted promos,Upper,85,27,40114.63,104,5,Need Attention
8147,1960,54,Gen X,Bachelor,Married,31454.0,1,1,4,2013-07-06,40,28,0,11,0,0,9,896,0,55,0.0,0.0,90,1041.0,48,3,2,0,3,8,8,0,0,0,0,0,0,0,0,Never accepted promos,Lower,40,8,1041.0,322,7,Promising Customer
1857,1952,62,Baby Boomers,Bachelor,Single,47139.0,1,1,3,2014-03-06,2,46,0,12,0,2,23,1472,0,60,0.0,4.54,230,1766.54,83,2,2,1,2,7,7,0,0,0,0,0,0,1,1,Accepted promos,Lower-Middle,2,7,1766.54,422,8,Promising Customer
3910,1975,39,Millennials,Bachelor,Divorced,83829.0,0,0,1,2013-10-08,78,897,161,430,186,161,27,28704,644,2150,1581.0,365.47,270,33714.47,1862,0,4,7,6,1,17,1,0,1,1,0,0,4,1,Accepted promos,Upper,78,17,33714.47,134,8,Promising Customer
5207,1963,51,Gen X,Doctoral,Married,53378.0,1,1,4,2012-09-24,41,489,6,152,8,6,132,15648,24,760,68.0,13.620000000000001,1320,17833.62,793,10,9,4,6,8,29,0,0,0,0,0,0,1,1,Accepted promos,Upper-Middle,41,29,17833.62,303,6,Need Attention
11114,1970,44,Gen X,Bachelor,Cohabitation,19656.0,1,0,3,2013-02-08,94,25,4,9,6,8,32,800,16,45,51.0,18.16,320,1250.1599999999999,84,3,2,1,3,7,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower,94,9,1250.16,122,5,Need Attention
5429,1948,66,Baby Boomers,Doctoral,Married,45579.0,0,1,3,2013-08-20,10,145,1,33,2,1,1,4640,4,165,17.0,2.27,10,4838.27,183,1,4,1,4,6,10,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,10,10,4838.27,422,8,Promising Customer
9400,1958,56,Gen X,Master,Single,85485.0,0,0,1,2014-06-21,73,630,26,611,44,18,54,20160,104,3055,374.0,40.86,540,24273.86,1383,1,6,6,6,2,19,0,0,0,0,0,0,0,0,Never accepted promos,Upper,73,19,24273.86,234,9,Loyal Customer
1740,1944,70,Baby Boomers,Bachelor,Married,55956.0,0,0,2,2014-04-07,22,760,38,104,50,9,38,24320,152,520,425.0,20.43,380,25817.43,999,2,7,3,4,4,16,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,22,16,25817.43,434,11,Champions Customer
7488,1963,51,Gen X,Master,Single,64191.0,0,1,2,2013-01-22,30,420,15,186,151,38,15,13440,60,930,1283.5,86.26,150,15949.76,825,3,5,3,13,3,24,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,30,24,15949.76,303,6,Need Attention
195,1972,42,Millennials,Bachelor,Single,38808.0,1,0,2,2012-08-26,21,125,17,52,3,19,30,4000,68,260,25.5,43.13,300,4696.63,246,4,5,1,4,8,14,1,0,0,0,0,0,2,1,Accepted promos,Lower-Middle,21,14,4696.63,432,9,Loyal Customer
635,1966,48,Gen X,Master,Married,57183.0,1,1,4,2013-03-19,51,464,5,64,7,0,70,14848,20,320,59.5,0.0,700,15947.5,610,8,9,1,7,8,25,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,51,25,15947.5,203,5,Need Attention
7527,1968,46,Gen X,Master,Divorced,23748.0,1,0,2,2012-11-21,97,6,6,29,12,15,8,192,24,145,102.0,34.05,80,577.05,76,3,2,1,3,8,9,0,0,0,0,0,0,0,0,Never accepted promos,Lower,97,9,577.05,121,4,Need Attention
10319,1971,43,Millennials,Bachelor,Married,66303.0,0,1,3,2013-02-26,56,1090,12,96,16,12,60,34880,48,480,136.0,27.240000000000002,600,36171.24,1286,4,3,4,11,8,22,0,1,0,0,0,0,1,0,Accepted promos,Upper-Middle,56,22,36171.24,204,6,Need Attention
2296,1975,39,Millennials,Master,Married,37368.0,1,0,3,2013-12-16,4,3,2,11,2,2,10,96,8,55,17.0,4.54,100,280.53999999999996,30,1,1,0,2,6,4,1,0,0,0,0,0,1,0,Accepted promos,Lower-Middle,4,4,280.54,411,6,Need Attention
10637,1964,50,Gen X,Bachelor,Married,40800.0,1,2,5,2013-01-01,77,24,0,27,8,30,10,768,0,135,68.0,68.1,100,1139.1,99,2,3,0,3,7,8,0,0,0,0,0,1,0,0,Never accepted promos,Lower-Middle,77,8,1139.1,122,5,Need Attention
2931,1978,36,Millennials,Bachelor,Divorced,71847.0,0,0,1,2012-09-21,95,737,21,106,55,63,210,23584,84,530,467.5,143.01,2100,26908.51,1192,0,6,7,9,3,22,0,0,0,1,0,0,1,0,Accepted promos,Upper,95,22,26908.51,104,5,Need Attention
907,1975,39,Millennials,Bachelor,Married,46149.0,0,1,3,2013-11-29,36,254,6,71,4,0,27,8128,24,355,34.0,0.0,270,8811.0,362,5,5,1,7,5,18,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,36,18,8811.0,333,9,Loyal Customer
3698,1983,31,Millennials,Bachelor,Cohabitation,78687.0,0,0,2,2012-08-09,13,817,185,687,145,55,241,26144,740,3435,1232.5,124.85,2410,34086.35,2130,1,4,6,8,2,19,0,0,1,0,0,0,2,1,Accepted promos,Upper,13,19,34086.35,434,11,Champions Customer
9516,1971,43,Millennials,Master,Divorced,49118.0,0,0,1,2012-08-18,90,620,54,239,99,98,119,19840,216,1195,841.5,222.46,1190,23504.96,1229,2,9,7,10,7,28,0,1,0,0,1,0,3,1,Accepted promos,Lower-Middle,90,28,23504.96,104,5,Need Attention
679,1957,57,Gen X,Doctoral,Married,37633.0,1,1,4,2012-09-20,49,13,4,20,0,0,1,416,16,100,0.0,0.0,10,542.0,38,2,1,0,3,9,6,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,49,6,542.0,321,6,Need Attention
7384,1951,63,Baby Boomers,Master,Cohabitation,39767.0,0,0,2,2013-07-21,18,113,61,204,34,26,47,3616,244,1020,289.0,59.02,470,5698.02,485,2,7,1,7,8,17,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,18,17,5698.02,432,9,Loyal Customer
5043,1951,63,Baby Boomers,Non-degree,Married,26997.0,0,0,2,2012-11-05,89,7,23,78,133,49,144,224,92,390,1130.5,111.23,1440,3387.73,434,2,4,2,5,7,13,0,0,0,0,0,0,0,0,Never accepted promos,Lower,89,13,3387.73,132,6,Need Attention
5267,1970,44,Gen X,Bachelor,Divorced,33986.0,1,0,2,2013-03-14,43,16,2,18,2,1,5,512,8,90,17.0,2.27,50,679.27,44,1,1,0,3,7,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,43,5,679.27,311,5,Need Attention
339,1972,42,Millennials,Doctoral,Married,57091.0,0,1,3,2012-11-23,82,462,0,24,6,0,4,14784,0,120,51.0,0.0,40,14995.0,496,2,9,2,5,7,18,0,1,0,0,0,0,2,1,Accepted promos,Upper-Middle,82,18,14995.0,133,7,Promising Customer
2516,1969,45,Gen X,Master,Married,46831.0,1,1,4,2013-06-08,84,22,2,10,6,4,34,704,8,50,51.0,9.08,340,1162.08,78,2,1,2,2,4,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,84,7,1162.08,122,5,Need Attention
9010,1972,42,Millennials,Master,Married,83151.0,0,0,2,2013-02-10,80,968,147,842,137,42,210,30976,588,4210,1164.5,95.34,2100,39133.84,2346,1,5,7,10,2,23,1,0,1,1,0,0,4,1,Accepted promos,Upper,80,23,39133.84,104,5,Need Attention
378,1971,43,Millennials,Bachelor,Married,52531.0,0,0,2,2012-12-30,68,283,112,151,51,72,125,9056,448,755,433.5,163.44,1250,12105.94,794,2,7,2,10,6,21,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,68,21,12105.94,203,5,Need Attention
4808,1956,58,Gen X,Bachelor,Married,15759.0,0,0,2,2013-09-05,12,1,2,5,6,0,3,32,8,25,51.0,0.0,30,146.0,17,1,1,0,2,7,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower,12,4,146.0,411,6,Need Attention
5068,1971,43,Millennials,Bachelor,Single,22804.0,1,0,2,2013-07-31,75,14,1,7,2,1,1,448,4,35,17.0,2.27,10,516.27,26,1,2,0,2,9,5,0,0,0,0,0,0,0,0,Never accepted promos,Lower,75,5,516.27,111,3,Almost Lost Customer
7628,1973,41,Millennials,Master,Married,43050.0,1,0,3,2014-03-18,10,30,5,24,6,3,8,960,20,120,51.0,6.8100000000000005,80,1237.81,76,2,2,0,4,5,8,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,10,8,1237.81,422,8,Promising Customer
7128,1977,37,Millennials,Doctoral,Single,42997.0,1,1,3,2013-12-07,91,4,0,5,0,1,5,128,0,25,0.0,2.27,50,205.27,15,1,1,0,2,7,4,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,91,4,205.27,111,3,Almost Lost Customer
2811,1963,51,Gen X,Doctoral,Single,48918.0,1,1,3,2014-04-12,21,52,0,9,0,0,1,1664,0,45,0.0,0.0,10,1719.0,62,2,1,0,4,4,7,0,0,0,0,0,0,0,0,Never accepted promos,Lower-Middle,21,7,1719.0,422,8,Promising Customer
3551,1954,60,Baby Boomers,Master,Cohabitation,60033.0,0,1,3,2014-03-29,28,62,1,57,19,11,48,1984,4,285,161.5,24.97,480,2939.47,198,2,2,1,5,2,10,0,0,0,0,0,0,0,0,Never accepted promos,Upper-Middle,28,10,2939.47,322,7,Promising Customer
